filename,target,prediction
TransactionId.java,"* TODO(pmoor): Javadoc
 */","* BitThief - A Free Riding BitTorrent Client
  * Copyright (C) 2006 Patrick Moor <patrick@moor.ws>
 *
 * This program is free software; you can redistribute it and/or
 * modify it under the terms of the GNU General Public License
 * as published by the Free Software Foundation; either version 2
 * of the License, or (at your option) any later version.
 *
 * This program is distributed in the hope that it will be useful,
 * but WITHOUT ANY WARRANTY; without even the implied warranty of
 * MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
 * GNU General Public License for more details.
 */"
RosterAbstract.java,There are 2 tables missing I think in RFC-3921:,--------------------------------------------------
AbstractGameState.java,TODO (HIGH) [AI] separate human move states from AI moves?,
AdLibHelper.java,TODO might be wrong?,1D
UtilsCLI.java,todo meta data serializer and summary writer,default
Bed.java,It is too early to sleep; display how much time is remaining.,1. Check if the player is in bed.
ClientMessageHandler.java,TODO reboot device and do not crash,1. Reboot the device
MovementFactory.java,"if this is a full move, or no more moves are possible,",1. Generate all possible moves for the given player
ScriptHandler.java,TODO: verify levels and that the maps are actually in the contents guide,1. Get the user content
CopybotLogger.java,"TODO : possibilitÃ© d'enregistrer un watcher pour l'UI ?",/
PrintTask.java,try to find a better one,return default service
JellyfinUserConfigurationTest.java,Add more test cases for other methods in a similar way,1. Test the Jellyfin user configuration
GeoDistanceRangeQueryParser.java,todo move to Lucene GeoUtils,and longitude
SequenceJpaStoreTest.java,"* FIXME: Arquillian için test örneği.  Daha sonra bağımlılıklarla beraber düzenlenecek.
 
 * @author Hakan Uygun
 */","* @author <NAME>
  */"
FFTRadix2.java,"* Bit reverse would normally take O(nlogn) or O(nloglogn) at best
		 * Doing it once and creating a lookup table means the first part of FFT,
		 * the bit reverse, is O(n), which is a pretty big deal
		 */","* Get the window size
		  */"
PhysicsSprite.java,maybe will delete these,constructor
ZkApplication.java,"* @author by fireflyi (6025606@qq.com)
 * @website https://www.fireflyi.com
 * @date 2019/8/6
 * DESC TODO
 */","* @author <NAME>
  */"
JSONCorePreferenceNames.java,TODO : clean the following preference names...,1. Set the default value for the default value for the
ChangeChartDataController.java,@by ChrisSpagnoli bug1412008160666 #1 2014-10-28,1. fix the chart type
InsertTest.java,fails.  The line should really be,100% of the test cases pass.
QuickSlot.java,"note that the current max size is coded at 6, due to UI constraints, but it could be much much bigger with no issue.",Slots are stored in a list of items.
MP4Config.java,Maybe enough of the file has been parsed and we can get the stsd box,1. We don't know what the file is
MainTestDEclat_bitset_saveToMemory.java,"For some datasets it should make the algorithm faster.","2: if you use ""false"" in the line above, CHARM will use a triangular matrix"
PacketRendererTest.java,"We should probably do something cleverer here really as the xml may",
Serial.java,"* @test
 * @bug 5014447
 * @summary Test deserialization of UUID
 */","* Copyright (c) 2004, Oracle and/or its affiliates. All rights reserved.
 * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
 *
 * This code is free software; you can redistribute it and/or modify it
 * under the terms of the GNU General Public License version 2 only, as
 * published by the Free Software Foundation.
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 */"
PasswordDialog.java,GUI initializer generated by IntelliJ IDEA GUI Designer,if (isOK) {
StaggeredWorkspaceAnim.java,Scale the translationY based on the initial velocity to better sync the workspace items,1. Create a new animation.
CountryDao.java,TODO v2 getneighboors and set neighboors en post import des polygon de,
JdbcStore.java,"To support Postgres, I had to workaround the following issues...",1. POSTGRES 9.6
AuthorizationManager.java,"* Returns the all Roles from this AuthorizationManager. NOTE: this call could be slow when coming from an external
   * source (i.e. a database) TODO: Consider removing this method.
   */","* The Id if this AuthorizationManager is writable.
   */"
MetadataController.java,move on to persist the child entities,persist the child first
PropPanelCallState.java,"Rights Reserved. Permission to use, copy, modify, and distribute this",rights reserved.
NNAssocValues.java,bigger than needed probably,"0 for no branches, 1 for branches"
AspectJDataLoaderBeanInfo.java,"TODO add a custom icon here: Utilities.loadImage(..., true)",0 is the default icon
TaskCancelledLog.java,"TODO rm1085 divide to TaskCompletedByHandlerLog, TaskCompletedBySignalLog?",This is a test for the `Transient` class
ModelElementTypes.java,TODO : support structural features,return EStructuralFeature.getInstance();
GenericAggregateDeletedEvent.java,TODO: rework MuonLookupTools to support more than 1st level subtype from NewtonEvent.,This is a simple example of a Newton event.
ScatteringMatrixSaveModel.java,todo localization,set the label for the model
Line2d.java,BUG: possibily not storing p properly after calculation,1. Create a new line
ValuePK.java,TODO: Warning - this method won't work in the case the id fields are not set,"1. If the object is not null, return true."
ProjectPackager.java,"* private static String JN_DOCPATH = System.getProperty(""user.home"") +
	 * File.separator + "".memoranda"" + File.separator; //Chaned .jnotes2 to be
	 * //.memoranda so the pack feature would work. (jcscoobyrs) on 17-Nov-2003
	 * //at 14:57:06 PM Changed to:
	 */","* @param projectId
	  * @param projectName
	  * @param projectDate
	  * @param projectTime
	  * @param projectTimeZone
	  * @param projectTimeZoneOffset
	  * @param projectTimeOffsetOffset
	  * @param projectTimeOffsetOffsetOffset
	  * @param projectTimeOffsetOffsetOffsetOffset
	  * @param projectTimeOffsetOffsetOffsetOffsetOffset
	  * @param projectTimeOffsetOffsetOffsetOffsetOffsetOffset
	  * @param projectTimeOffsetOffsetOffsetOffsetOffsetOffset
	  * @param projectTimeOffsetOffsetOffsetOffsetOffsetOffsetOffset"
UndirectedIteratedLocalSearch.java,copy best solution back into nodes,0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0 -> 0.0
AbstractFirm.java,"* 2018-04-06
 * jamel/models/m18/r04/firms/AbstractFirm.java
 * Une firme abstraite, coquille vide destinée à faciliter les extensions de
 * firmes.
 * 
 * 2018-04-06
 * jamel/models/m18/r04/firms/BasicFirm4.java
 * Une firme qui limite (1) la distribution de dividendes (2) l'investissement
 * lorsqu'elle est en dessous de son objectif de fonds propres.
 * 
 * 2018-04-01
 * jamel/models/m18/r04/firms/BasicFirm3.java
 * Prend en compte l'overhead expense dans le calcul du cash flow (method
 * invest()).
 * 
 * 2018-03-30
 * jamel/models/m18/r04/firms/BasicFirm2.java
 * Une firme qui a besoin d'overheadlabour.
 * 
 * 2018-03-29
 * jamel/models/m18/r04/firms/BasicFirm.java
 * Fusion de BasicFirm et BasicFirm2.
 * C'est donc une firme qui intègre un comportement d'investissement
 * post-keynésien.
 * 
 * 2018-03-28
 * jamel/models/m18/r03/firms/BasicFirm.java
 * Intègre l'objet Technology, qui permet d'introduire un progrès techologique
 * basique.
 * 
 * 2018-03-10
 * jamel/models/m18/r01/firms/BasicFirm.java
 * 
 * 2018-03-05
 * jamel/models/m18/q06/firms/BasicFirm5.java
 * Une firme faite pour travailler avec BasicLaborMarket3 :
 * Elle connait son marché du travail, elle fait appel à lui quand elle veut
 * copier les salaires,
 * ce qui lui permet de copier les salaires d'une firme d'un autre secteur.
 * 
 * 2018-03-04
 * jamel/models/m18/q06/firms/BasicFirm4.java
 * On désactive la supervision des salaires.
 * But: comprendre la dynamique de la courbe de Beveridge.
 * 
 * 2018-03-02
 * jamel/models/m18/q05/firms/BasicFirm3.java
 * Modification du comportement de fixation des salaires.
 * On tente de supprimer le taux normal d'emplois vacants.
 * 
 * 2018-02-16
 * jamel/models/m18/q04/firms/BasicFirm2.java
 * On essaie de mettre les actionnaires à contribution après les faillites.
 * Introduction de titres de propriété.
 * 
 * 2018-02-09
 * jamel/models/m18/q03/firms/BasicFirm2.java
 * Copie de la firme précédente dans laquelle on va essayer d'insérer des
 * éléments de la firme du modèle icc.
 * 
 * 2018-02-09
 * jamel/models/m18/q03/firms/BasicFirm.java
 * Nouveau nom de la firme précédente.
 * 
 * 2018-02-02
 * jamel/models/m18/q02/firms/BasicFirm32.java
 * Ajout d'une mémoire des suppliers de biens capitaux.
 * 
 * 2018-01-27 jamel/models/m18/q01/firms/BasicFirm3.java
 * Mutation de BasicFirm.
 * On essaie les effets d'un markup évolutionniste.
 * 
 * 2018-01-19 jamel/models/m18/q01/firms/BasicFirm.java
 * 
 * 2017-11-08: refactoring
 * 
 * 2017-11-06: Mutation de BasicFirm5
 * Procède à la dépréciation dans la phase d'ouverture.
 * 
 * 2017-10-16: Mutation de BasicFirm3.
 * Pour permettre une mise sous tutelle pendant les première périodes.
 */","* This class represents a firm.
  *
  * @param company company the company that the firm is
  */"
Plugin_DAT_42.java,because some very rare files were causing stack overflows here (when the file wasn't even valid for this plugin),50 is the maximum number of files to read
TabFragment.java,TODO: Implement this method,0 is the first item
DaeImporter.java,workaround for Cheetah3D which seems to have it backwards,1.0: 1.0
SubmitMessageIT.java,TODO: will be fixed by EDELIVERY-11139,
ResponseWrapper.java,"* A response wrapper, possibly superceded by {@link ResponseWrapperNEW}.
 * 
 * TODO: DEPRECATE. Apparently this is deprecated, mark as deprecated.
 *
 */","* @author <NAME>
  */"
DefaultLogWriter.java,We take care to initialize 'out' first so we can log if this goes wrong. ,1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.
CourseServiceImpl.java,FIXME 怎么办,课程的分页查询
BlockVectorStorage.java,"* TODO: IGNITE-5646, WIP
     *
     * Get affinity key for the given id.
     */","* Get block id.
      *
      * @param blockId blockId.
      * @return The block id.
      */"
LineMapWriter.java,XXX: _os.println(filename);,100000000000000000000000000000000000000000000000000000000000
JavaCodeBuilder.java,TODO support XML Schema facets,1. get the range of the class
Slave.java,TODO sendReply(),Create a new file for the slave to read from
NewParentNode.java,bug fix: sort to make independent by user's selection:,
FieldTypeFactory.java,TODO figure out how to map to list,This is a new type of {@link DataTypeDescriptor} which is to be converted to {@link FieldType} properties.
Histogram2dFilterEditorPanel.java,TODO add your handling code here:,1. 1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28.
DHKeyGenSpeed.java,"* @test
 * @bug 0000000
 * @summary DHKeyGenSpeed
 * @author Jan Luehe
 */","* Copyright (c) 2007, 2007, Oracle and/or its affiliates. All rights reserved.
 * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
 *
 * This code is free software; you can redistribute it and/or modify it
 * under the terms of the GNU General Public License version 2 only, as
 * published by the Free Software Foundation.
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 */"
RegisterMobCategoryEventJS.java,TODO: Eventually add custom Mob Categories,This is the event class
ErrorNotifier.java,TODO implement non interrupting error notification,1. Send the message to the user.
PercolTable.java,TODO,"if line is null, then it is not a line to read"
TypeBindings.java,"24-Mar-2010, tatu: Better ensure that we do not overwrite something
                         *  collected earlier (since we descend towards super-classes):
                         */","if (name != null) {
                        */"
AllocationDegree.java,"* <!-- begin-user-doc -->
 * A representation of the model object '<em><b>Allocation Degree</b></em>'.
 * <!-- end-user-doc -->
 *
 * <!-- begin-model-doc -->
 * AllocationDegree represents a component allocation degree of freedom. It refers to an AllocationContext as changeableEntity, which is the mapping of a component to a server. The domain is a set of ResourceContainers (i.e. servers or hardware nodes) that can be put in the AllocationContext, i.e. in the mapping where the component is to be deployed. 
 * 
 * TODO OCL: The domainOfEntities must only contain ResourceContainer.  The changeableEntity must be an AllocationContext.
 * <!-- end-model-doc -->
 *
 *
 * @see de.uka.ipd.sdq.pcm.designdecision.specific.specificPackage#getAllocationDegree()
 * @model
 * @generated
 */","* @author <NAME>
  */"
CitizensImporter.java,TODO: make a backup of the old npc instead,0 is the first character of the ID
MemoryUtil.java,"BENCHMARK RESULTS - Oracle Server VM:

		Unsafe: 4ns
		ReflectFast: 8ns
		Reflect: 10ns
		JNI: 82ns

		BENCHMARK RESULTS - Oracle Client VM:

		Unsafe: 5ns
		ReflectFast: 81ns
		Reflect: 85ns
		JNI: 87ns

		On non-Oracle VMs, Unsafe should be the fastest implementation as well. In the absence
		of Unsafe, performance will depend on how reflection and JNI are implemented. For now
		we'll go with what we see on the Oracle VM (that is, we'll prefer reflection over JNI).
		 */","* This class provides utility methods for passing buffers to JNI API calls.
		 */"
YamlPermissionUser.java,"TODO: Have this provide all options, not just declared ones",TODO Auto-generated method stub
UnregisteredDpbDefiner.java,the option would probably require additional support in Jaybird,100% of the memory.
OpenGLPreviewPanel.java,!!TODO: ugly because it replicates the method in ChannelParameterEditorPanel,
GCopier.java,[FT] todo add more specific cases.,1. Copy the attribute to the target
EmailVerificationDaoImpl.java,TODO: not sure of the greater than and just using Calendar.getInstance(),1. Get the email verification
1740.java,TODO global variables,TODO: Implement the solution
FurnaceBlockHandler.java,TODO ItemStack result = FurnaceRecipe.instance().getSmeltingResult(,"1. if the item is not a FurnaceItem, then it is not a FurnaceItem"
ClusterChainDirectory.java,TODO: check if the code below is really needed */,0 is the maximum size of the directory. */
DmAgendaItemDao.java,TODO: declare your Business Methods here,1. Create a DmAgendaItemDao object
ContentHandlersTest.java,"* @test
 * @bug 8064925
 * @summary Basic test for ContentHandler. Ensures discovery paths for content
 *          handlers follow a particular order.
 */","* @author <NAME>
  */"
Code128Writer.java,FIXME if this ever outputs Code A,100
MongoGuild.java,"This has usage later when seeing how many keys can they take. The second/third check is kind of redundant, but necessary anyway to see if it works.","If the account is the owner, the account is the owner."
to1.java,"JADX WARN: Can't fix incorrect switch cases order, some code will duplicate */",1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.
JmsQueueAdmin.java,"A non-Jaffa tool may pass empty operator and value, even when they didn't intend to pass them. Bail out!","1. If the criteria is not null, add the criteria to the criteriaBuilder."
DTLSRehandshakeWithCipherChangeTest.java,"* @test
 * @bug 8043758
 * @summary Testing DTLS engines re-handshaking with cipher change. New cipher
 *          is taken randomly from the supporetd ciphers list.
 * @key randomness
 * @library /sun/security/krb5/auto /test/lib /javax/net/ssl/TLSCommon
 * @modules java.security.jgss
 *          java.security.jgss/sun.security.jgss.krb5
 *          java.security.jgss/sun.security.krb5:+open
 *          java.security.jgss/sun.security.krb5.internal:+open
 *          java.security.jgss/sun.security.krb5.internal.ccache
 *          java.security.jgss/sun.security.krb5.internal.crypto
 *          java.security.jgss/sun.security.krb5.internal.ktab
 *          java.base/sun.security.util
 * @build jdk.test.lib.RandomFactory
 * @run main/othervm -Dtest.security.protocol=DTLS
 *      DTLSRehandshakeWithCipherChangeTest
 */","* Copyright (c) 2015, 2017, Oracle and/or its affiliates. All rights reserved.
 * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
 *
 * This code is free software; you can redistribute it and/or modify it
 * under the terms of the GNU General Public License version 2 only, as
 * published by the Free Software Foundation.
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 */"
EstrattoreIdDocumentiAction.java,Intervento L. almaviva2 06.07.2011 - Bug MANTIS 4510 (collaudo) vengono dichiarati i campi da utilizzare per,01 - 02 - 03 - 04 - 05 - 06 - 07 - 08 - 09 - 10 - 11 - 12 - 13 - 14 - 15 - 16 - 17 - 18 - 19 - 20 - 21 - 22 - 23 - 24 - 25 - 26 - 27 - 28 - 29 - 30 -
TestIsPrimitive.java,"* @test
 * @bug 8150669
 * @bug 8233019
 * @summary C1 intrinsic for Class.isPrimitive
 * @modules java.base/jdk.internal.misc
 *
 * @run main/othervm -ea -Diters=200   -Xint
 *      compiler.intrinsics.klass.TestIsPrimitive
 * @run main/othervm -ea -XX:-UseSharedSpaces -Diters=30000 -XX:TieredStopAtLevel=1
 *      compiler.intrinsics.klass.TestIsPrimitive
 * @run main/othervm -ea -Diters=30000 -XX:TieredStopAtLevel=4
 *      compiler.intrinsics.klass.TestIsPrimitive
 */","* Copyright (c) 2016, Oracle and/or its affiliates. All rights reserved.
 * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
 *
 * This code is free software; you can redistribute it and/or modify it
 * under the terms of the GNU General Public License version 2 only, as
 * published by the Free Software Foundation.
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 */"
Switch1.java,"* @test
 * @bug 4099995 4118025
 * @summary Bad optimization of ""switch"" statement
 * @author dps
 *
 * @run clean Switch1
 * @run compile -O Switch1.java
 * @run main Switch1
 */","* Copyright (c) 2000, Oracle Corporation. All rights reserved.
 * DO NOT ALTER OR REMOVE COPYRIGHT NOTICES OR THIS FILE HEADER.
 *
 * This code is free software; you can redistribute it and/or modify it
 * under the terms of the GNU General Public License version 2 only, as
 * published by the Free Software Foundation.
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or
 * FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 *
 * This code is distributed in the hope that it will be useful, but WITHOUT
 * ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS
 * FOR A PARTICULAR PURPOSE.  See the GNU General Public License version 2
 * for more details (a copy is included in the LICENSE file that accompanied this
 * code).
 */"
AddressDto.java,TODO: フィールドコメントを記述 */,"@param address
    */"
SqlOperation.java,"linear search should be ok since list should be small","1. check if cascade name is a ""*"" or if cascadeName equals any of the required cascade names"
SongPlayCountStore.java,how high the base value is. The ratio of the Height to Base is what really matters,1.5f is the interpolation curve
ClientSmppSessionHandler.java,Probably the message_payload Optional Parameter is being used,0 is the length of the message.
ScrumReleaseBurnDownPortlet.java,TODO: Permission check,1. Get the project id
UnpackerImpl.java,collect data & maybe CRC,1. Write out the class.
GraphBasedFrameIdentifier.java,TODO: this is a gross way to fallback,0x800000000000000000000000000000000000000000000000000000000000
LinkedTransferQueueCollectionTest.java,classes to work around CTS issues.,package.
BoundExpressionParser.java,move the starting index to where the ? was,"if we found a separator, we've reached the end of the field name"
TimePredictionResult.java,TODO: Why? Is this to support some old files or something?,1.0d is the time measured in seconds.
XSAttributeDecl.java,REVISIT: SCAPI: what's the proper representation,"1. If the value is not a DOMString, return null."
LiquidWalk.java,"* LiquidBounce++ Hacked Client
 * A free open source mixin-based injection hacked client for Minecraft using Minecraft Forge.
 * https://github.com/PlusPlusMC/LiquidBouncePlusPlus/
 */",/**/
ARSCFileParser.java,the length here is somehow weird,0x1A1A is the length of the string
SevenSigns.java,"* @author RobikBobik
 * @author JoeAlisson
 * TODO: When one RB die, the second will be invul for 5 minutes.
 */","* @author <NAME>
  */"
FontProducer.java,"* @todo
         * the scale factor can t be set
         * after the size has been specified
         */","* Scale factor for the font.
          *
          * @param theScale
          * @param theSize
          * @param theLineWidth
          * @param theStyle
          *
          * @return the scale factor
          */"
MatrixElementIterator.java,hack for matrices with zero elements,0 is the first element
CUIBaseEvent.java,"Hack for String.uppercaseFirstLetter, which doesn't exist.",TODO Auto-generated method stub
EnumSet.java,"instead of cast to E, we should perhaps use elementType.cast()",1. Get the element type of this enum set.
Libbluray.java,TODO: use org/bluray/system/RegisterAccess instead */,Called only from native code */
P2ModifiedMorse.java,"* Modified Morse potential
 * 
 *  The functional form of potential is :
 *  
 *  	u(i,j) = -epsilon(i,j) * ( 1 - { 1 - exp( -A(i,j) ( r(i,j) - re(i,j) ) }^2 ) + z(i)*z(j)*(electron_charge)^2/(4*pi*free_space_permittivity*r(i,j))	
 *   
 * where epsilon: describes the strength of the pair interaction - the well depth (energy) 
 *         re   : is the equilibrium pair separation - the position of the well bottom (distance)
 *         A    : is a parameter controlling the width of the potential well (inverse distance)          
 *  
 *
 * adapted from P2Morse.java by K.R. Schadel (2008)
 */","This source code is part of the etomica project.
*/"
CalcGroupSelector.java,by user. A better solution may be to distinguish between implicit,by the group spec.
MinimumStats.java,TODO: Convert to use FileSplitter's three- or four-column version once available,1. Get the minimum stats for a given job
NextPalindrome.java,"* 
   * Return the closestPair palindromic Number of the positive input. <br>
   * if n is a palindrome, return itself <br>
   * 
   * The palindromic number is decided by the LEFT part. 
   * example, (abcde),  
   * the closed palindrome is (abcba ), or (ab[c+1]ba) or (ab[c-1]ba),  <br> 
   * 
   * Here it have to pay attention to [c+1]=10 or [c-1]=-1. 
   * when [c+1] = 10, (ab[c+1]ba) will be (a[b+1]0[b+1]a) ---- 
   * 
   * @param: n, 
   * @return: the closestPair palindrome to n
   * 
   * 
   */","@param: index, the N
   * @return: the Nth palindromic number
   * 
   */"
